room_type_id,accommodation_id,name,capacity,quantity,price,discount_price,amenities,description
458,115,Superior Twin Room,2,10,1000000,900000,"Phòng rộng hơn Standard, sạch sẽ, tiện nghi cơ bản.",Phòng tiêu chuẩn, đủ tiện nghi cơ bản.
459,115,Business Room,2,5,1300000,1170000,"Bàn làm việc, yên tĩnh hơn, thích hợp cho khách công tác.",Phòng được tối ưu cho khách cần không gian làm việc.
460,115,Triple Room,3,3,1600000,1440000,"3 người, tiện nghi cơ bản, giải pháp kinh tế cho nhóm 3.",Phòng ba người, đơn giản và hiệu quả.
461,116,Superior Double/Twin,2,15,1600000,1440000,"Wifi miễn phí, TV, phòng tắm đứng, tiện nghi cơ bản 4 sao.",Phòng nghỉ tiêu chuẩn, sạch sẽ, nằm trong khu đô thị mới.
462,116,Deluxe Room City View,2,10,2200000,1980000,"View thành phố/khu đô thị, bồn tắm (tùy phòng), minibar.",Phòng có tầm nhìn đẹp, mang lại không gian thoải mái và thư giãn.
463,116,Executive Suite,3,5,3800000,3420000,"Phòng khách nhỏ, giường cỡ King, tiện nghi nâng cấp, dịch vụ phòng 24/7.",Căn suite rộng rãi, lý tưởng cho khách công tác hoặc gia đình nhỏ.
464,116,Family Connecting Room,4,3,5000000,4500000,"2 phòng thông nhau, 2 phòng tắm, tiện ích đầy đủ cho gia đình.",Giải pháp lưu trú cho gia đình lớn.
465,117,Standard Double Room,2,18,900000,810000,"Wifi, TV, điều hòa, phòng tắm nhỏ, cơ bản.",Phòng cơ bản, sạch sẽ, giá rẻ, nằm trong khu vực Hồ Linh Đàm yên tĩnh.
466,117,Superior Twin Room with Lake View,2,12,1300000,1170000,"Phòng rộng hơn Standard, view Hồ Linh Đàm (một phần), sạch sẽ.",Phòng tiêu chuẩn, đủ tiện nghi cơ bản.
467,117,Triple Room,3,8,1600000,1440000,"3 người, tiện nghi cơ bản, giải pháp kinh tế cho nhóm 3.",Phòng ba người, đơn giản và hiệu quả.
468,117,Family Quad Room,4,5,2200000,1980000,"4 người, 2 giường đôi, không gian đủ dùng.",Phòng gia đình kinh tế.
469,118,Deluxe Double/Twin,2,12,1800000,1620000,"Thiết kế hiện đại, tiện nghi 4 sao, gần các khu đô thị lớn.",Phòng nghỉ tiêu chuẩn, sạch sẽ, thoải mái.
470,118,Executive Room City View,2,8,2500000,2250000,"Phòng rộng rãi hơn, view thành phố, tiện nghi nâng cấp, có bàn làm việc.",Phòng thoải mái, đủ tiện nghi cho công tác.
471,118,Lotus Legend Suite,3,5,3800000,3420000,"Phòng khách nhỏ, nội thất tinh tế, bồn tắm lớn, dịch vụ phòng 24/7.",Căn suite với không gian sống rộng rãi, thiết kế hiện đại.
472,118,Connecting Rooms,4,3,4800000,4320000,"2 phòng Deluxe thông nhau, tiện nghi đầy đủ.",Lựa chọn tối ưu cho gia đình.
473,119,Standard Double Room,2,15,750000,675000,"Wifi, TV, điều hòa, phòng tắm nhỏ, cơ bản, gần ga Giáp Bát.",Phòng cơ bản, sạch sẽ, giá rẻ, phù hợp khách du lịch/công tác.
474,119,Superior Room with Balcony,2,10,1000000,900000,"Ban công nhỏ hướng phố, phong cách hoài cổ, sạch sẽ.",Phòng tiêu chuẩn, đủ tiện nghi cơ bản.
475,119,Triple Room,3,5,1400000,1260000,"3 người, tiện nghi cơ bản, giải pháp kinh tế cho nhóm 3.",Phòng ba người, đơn giản và hiệu quả.
476,119,Family Quad Room,4,3,2000000,1800000,"4 người, 2 giường đôi, không gian đủ dùng.",Phòng gia đình kinh tế.
477,120,Standard Double Room,2,20,500000,450000,"Wifi, TV, điều hòa, phòng tắm nhỏ, cơ bản, gần bến xe Nước Ngầm.",Phòng siêu rẻ, sạch sẽ, phù hợp khách cần chỗ nghỉ qua đêm.
478,120,Twin Room with Window,2,15,700000,630000,"Phòng có cửa sổ, 2 giường đơn, sạch sẽ.",Phòng tiêu chuẩn, đủ tiện nghi cơ bản.
479,120,Triple Room,3,10,900000,810000,"3 người, tiện nghi cơ bản, tiết kiệm chi phí.",Phòng ba người, đơn giản và hiệu quả.
480,120,Family Quad Room,4,5,1200000,1080000,"4 người, 2 giường đôi, không gian đủ dùng.",Phòng gia đình kinh tế.
Tuyệt vời! Tôi sẽ tiếp tục bổ sung 40 dòng nữa (4 loại phòng cho mỗi 10 cơ sở lưu trú từ ID 121 đến ID 130) vào file CSV RoomTypes.csv của bạn.

Dữ liệu mới sẽ tham chiếu các accommodation_id từ 121 đến 130, tập trung vào khu vực Sóc Sơn (phục vụ du lịch nghỉ dưỡng và sân bay) và khu vực Thanh Xuân của Hà Nội. Tôi sẽ tiếp tục sử dụng cột quantity ngay sau cột capacity.

Bổ sung vào File CSV: RoomTypes.csv (Cột 'quantity' được giữ lại)
Code snippet

room_type_id,accommodation_id,name,capacity,quantity,price,discount_price,amenities,description
481,121,Hilltop Villa (Studio),2,8,5500000,4950000,"Thiết kế hiện đại, view rừng thông/hồ, bồn tắm lớn, tiện nghi 5 sao.",Villa studio cao cấp, phù hợp cho cặp đôi muốn nghỉ dưỡng riêng tư.
482,121,Forest Villa (2-Bedroom),4,5,9000000,8100000,"Villa 2 phòng ngủ riêng, phòng khách/ăn lớn, bếp đầy đủ, gần rừng.",Lý tưởng cho gia đình 4 người, tận hưởng không gian xanh và yên tĩnh.
483,121,Lake View Grand Suite,4,3,12000000,10800000,"Suite lớn nhất, view thẳng ra Hồ Đại Lải, nội thất sang trọng, quản gia riêng.",Căn suite đẳng cấp nhất, mang lại trải nghiệm nghỉ dưỡng xa hoa.
484,121,Presidential Mansion,8,1,30000000,27000000,"4 phòng ngủ, hồ bơi riêng, phòng chiếu phim, bếp/nhà ăn lớn, dịch vụ 24/7.",Biệt thự cực kỳ sang trọng cho nhóm đông người hoặc khách VIP.
485,122,Dormitory Bed (Shared),1,30,200000,180000,"Giường tầng, tủ khóa, phòng tắm chung, Wifi miễn phí.",Phòng nghỉ tập thể siêu rẻ, phù hợp khách quá cảnh hoặc du lịch ba lô.
486,122,Private Double Room,2,10,500000,450000,"Phòng riêng nhỏ, TV, điều hòa, phòng tắm riêng.",Phòng riêng tư giá rẻ, phù hợp cho khách cần chỗ ngủ qua đêm.
487,122,Family Quad Room,4,5,1000000,900000,"4 người, 2 giường đôi, không gian đủ dùng, gần sân bay.",Phòng gia đình kinh tế.
488,122,Connecting Rooms,4,3,1500000,1350000,"2 phòng riêng thông nhau, tiện nghi cơ bản.",Lựa chọn tối ưu cho gia đình muốn ở cạnh nhau.
489,123,Bungalow Mountain View,2,10,800000,720000,"Bungalow nhỏ, view núi/rừng, không gian thoáng đãng, yên tĩnh.",Phòng homestay đơn giản, gần gũi thiên nhiên, thích hợp cắm trại.
490,123,Family Cottage,4,5,1500000,1350000,"Cottage gia đình, 2 phòng ngủ nhỏ, khu vực sinh hoạt chung.",Phù hợp cho gia đình, tận hưởng bầu không khí trong lành.
491,123,Retreat Suite,2,3,2500000,2250000,"Phòng khách nhỏ, nội thất gỗ ấm cúng, view đẹp, yên tĩnh.",Căn suite với không gian lãng mạn, yên tĩnh.
492,123,Glamping Tent,2,2,600000,540000,"Lều cắm trại cao cấp, nệm êm, điện, dịch vụ vệ sinh chung.",Trải nghiệm cắm trại tiện nghi và độc đáo.
493,124,Standard Double Room,2,15,600000,540000,"Wifi, TV, điều hòa, phòng tắm nhỏ, cơ bản, gần sân bay Nội Bài.",Phòng cơ bản, sạch sẽ, giá rẻ, thuận tiện đi/đến sân bay.
494,124,Superior Twin Room,2,10,900000,810000,"Phòng rộng hơn Standard, sạch sẽ, tiện nghi cơ bản.",Phòng tiêu chuẩn, đủ tiện nghi cơ bản.
495,124,Triple Room,3,5,1200000,1080000,"3 người, tiện nghi cơ bản, giải pháp kinh tế cho nhóm 3.",Phòng ba người, đơn giản và hiệu quả.
496,124,Family Quad Room,4,3,1600000,1440000,"4 người, 2 giường đôi, không gian đủ dùng.",Phòng gia đình kinh tế.
497,125,Standard Double Room Lake View,2,10,700000,630000,"View hồ Đồng Quan, không gian yên tĩnh, dịch vụ cơ bản.",Phòng cơ bản, sạch sẽ, giá rẻ, phù hợp khách du lịch khám phá.
498,125,Twin Room with Balcony,2,8,900000,810000,"Ban công nhỏ hướng hồ, sạch sẽ, tiện nghi cơ bản.",Phòng tiêu chuẩn, đủ tiện nghi cơ bản.
499,125,Family Room,4,5,1500000,1350000,"4 người, 2 giường đôi, không gian đủ dùng.",Phòng gia đình kinh tế.
500,125,Bungalow Lake View,2,3,1800000,1620000,"Bungalow riêng, view hồ, không gian thoáng đãng, yên tĩnh.",Phòng nghỉ riêng tư hơn.
501,126,Standard Double/Twin,2,15,1200000,1080000,"Wifi miễn phí, TV, phòng tắm đứng, tiện nghi 3 sao.",Phòng nghỉ tiêu chuẩn, sạch sẽ, nằm trên trục đường chính Nguyễn Trãi.
502,126,Deluxe Room with View,2,10,1600000,1440000,"Phòng rộng hơn Standard, view thành phố, tiện nghi nâng cấp nhẹ.",Phòng thoải mái hơn, đủ tiện nghi cho công tác hoặc du lịch.
503,126,Executive Suite,3,5,2800000,2520000,"Phòng khách nhỏ, giường cỡ King, tiện nghi nâng cấp, dịch vụ phòng 24/7.",Căn suite rộng rãi, lý tưởng cho khách công tác hoặc gia đình nhỏ.
504,126,Family Connecting Room,4,3,3800000,3420000,"2 phòng thông nhau, 2 phòng tắm, tiện ích đầy đủ cho gia đình.",Giải pháp lưu trú cho gia đình lớn.
505,127,Standard Double Room,2,20,800000,720000,"Wifi, TV, điều hòa, phòng tắm nhỏ, cơ bản, gần khu Royal City.",Phòng cơ bản, sạch sẽ, giá rẻ, gần khu vực Thanh Xuân.
506,127,Superior Twin Room,2,15,1000000,900000,"Phòng rộng hơn Standard, sạch sẽ, tiện nghi cơ bản.",Phòng tiêu chuẩn, đủ tiện nghi cơ bản.
507,127,Business Room with Desk,2,10,1400000,1260000,"Bàn làm việc, yên tĩnh hơn, thích hợp cho khách công tác.",Phòng được tối ưu cho khách cần không gian làm việc.
508,127,Family Quad Room,4,5,2000000,1800000,"4 người, 2 giường đôi, không gian đủ dùng.",Phòng gia đình kinh tế.
509,128,Superior Double/Twin,2,15,1700000,1530000,"Wifi miễn phí, TV, phòng tắm đứng, tiện nghi cơ bản 4 sao.",Phòng nghỉ tiêu chuẩn, sạch sẽ, nằm trong khu đô thị mới.
510,128,Deluxe Room City View,2,10,2300000,2070000,"View thành phố/khu đô thị, bồn tắm (tùy phòng), minibar.",Phòng có tầm nhìn đẹp, mang lại không gian thoải mái và thư giãn.
511,128,Executive Suite,3,5,4000000,3600000,"Phòng khách nhỏ, giường cỡ King, tiện nghi nâng cấp, dịch vụ phòng 24/7.",Căn suite rộng rãi, lý tưởng cho khách công tác hoặc gia đình nhỏ.
512,128,Family Connecting Room,4,3,5200000,4680000,"2 phòng thông nhau, 2 phòng tắm, tiện ích đầy đủ cho gia đình.",Giải pháp lưu trú cho gia đình lớn.
513,129,Standard Double Room,2,18,700000,630000,"Wifi, TV, điều hòa, phòng tắm nhỏ, cơ bản.",Phòng cơ bản, sạch sẽ, giá rẻ, gần đường vành đai 3.
514,129,Superior Twin Room,2,12,900000,810000,"Phòng rộng hơn Standard, sạch sẽ, tiện nghi cơ bản.",Phòng tiêu chuẩn, đủ tiện nghi cơ bản.
515,129,Triple Room,3,8,1200000,1080000,"3 người, tiện nghi cơ bản, giải pháp kinh tế cho nhóm 3.",Phòng ba người, đơn giản và hiệu quả.
516,129,Family Quad Room,4,5,1600000,1440000,"4 người, 2 giường đôi, không gian đủ dùng.",Phòng gia đình kinh tế.
517,130,Deluxe Double/Twin,2,10,1800000,1620000,"Thiết kế boutique hiện đại, yên tĩnh, tiện nghi 4 sao.",Phòng nghỉ tiêu chuẩn, sạch sẽ, phong cách hiện đại.
518,130,Unique Executive Room,2,8,2500000,2250000,"Phòng rộng hơn Standard, tiện nghi nâng cấp, có bàn làm việc.",Phòng thoải mái, đủ tiện nghi cho công tác.
519,130,Boutique Suite,3,5,3800000,3420000,"Phòng khách nhỏ, nội thất tinh tế, phù hợp gia đình.",Căn suite với không gian sống và nghỉ ngơi tách biệt.
520,130,Family Connecting Room,4,3,4800000,4320000,"2 phòng Deluxe thông nhau, tiện nghi đầy đủ.",Lựa chọn tối ưu cho gia đình.
Tuyệt vời! Tôi sẽ tiếp tục bổ sung 80 dòng nữa (4 loại phòng cho mỗi 20 cơ sở lưu trú từ ID 131 đến ID 150) vào file CSV RoomTypes.csv của bạn.

Lần này, dữ liệu sẽ hoàn tất các cơ sở lưu trú ở khu vực Nam Từ Liêm/Cầu Giấy (Hà Nội) và chuyển sang thành phố mới: Đà Nẵng, bao gồm các khu vực trọng điểm như Sơn Trà (Gần biển Mỹ Khê), Ngũ Hành Sơn (Resort bãi biển), và Hải Châu (Trung tâm thành phố/Sông Hàn).

Tôi sẽ tiếp tục sử dụng cột quantity ngay sau cột capacity.

Bổ sung vào File CSV: RoomTypes.csv (Cột 'quantity' được giữ lại)
Code snippet

room_type_id,accommodation_id,name,capacity,quantity,price,discount_price,amenities,description
521,131,Deluxe Room City View,2,15,4500000,4050000,"Thiết kế 5 sao, tiện nghi cao cấp, giường cỡ King, view thành phố.",Phòng nghỉ sang trọng, nội thất tinh tế, nằm trong khu vực kinh doanh mới.
522,131,Executive Lounge Access,2,10,6500000,5850000,"Quyền lợi Executive Lounge (ăn sáng, cocktail tối), check-in/out riêng.",Phòng dành cho khách ưu tiên, tận hưởng dịch vụ độc quyền và cao cấp.
523,131,Marriott Suite,3,5,9000000,8100000,"Phòng khách riêng biệt, giường cỡ King, tiện nghi nâng cấp, phòng tắm rộng.",Căn suite rộng rãi, lý tưởng cho khách công tác hoặc gia đình nhỏ.
524,131,Presidential Suite,4,2,25000000,22500000,"2 phòng ngủ, phòng họp nhỏ, quản gia riêng, tiện nghi xa xỉ.",Trải nghiệm nghỉ dưỡng đỉnh cao với dịch vụ và không gian cực kỳ sang trọng.
525,132,King/Twin Room,2,12,3800000,3420000,"Thiết kế hiện đại, tiện nghi 5 sao, gần Sân vận động Mỹ Đình.",Phòng nghỉ tiêu chuẩn, sạch sẽ, thoải mái, phù hợp khách công tác và thể thao.
526,132,Regency Club Room,2,8,5800000,5220000,"Quyền lợi Regency Club Lounge, trà chiều miễn phí, tiện nghi cao cấp.",Phòng dành cho khách ưu tiên, tận hưởng dịch vụ độc quyền.
527,132,Executive Suite,3,4,8000000,7200000,"Phòng khách riêng, giường cỡ King, tiện nghi nâng cấp, dịch vụ phòng 24/7.",Căn suite rộng rãi, lý tưởng cho khách công tác.
528,132,Presidential Suite,4,2,18000000,16200000,"2 phòng ngủ, phòng ăn riêng, nội thất sang trọng, tầm nhìn toàn cảnh thành phố.",Căn suite cao cấp nhất, phục vụ khách VIP.
529,133,Studio Apartment,2,10,2200000,1980000,"Bếp nhỏ, TV thông minh, đầy đủ tiện ích, an ninh 24/7.",Căn hộ studio cao cấp, phù hợp cho cặp đôi hoặc khách công tác dài ngày.
530,133,One-Bedroom Apartment,2,8,3500000,3150000,"Phòng ngủ và phòng khách tách biệt, bếp đầy đủ dụng cụ, tiện nghi gia đình.",Căn hộ 1 phòng ngủ, mang lại sự riêng tư và tiện nghi gia đình.
531,133,Two-Bedroom Executive,4,5,5500000,4950000,"2 phòng ngủ riêng, phòng khách/ăn lớn, đầy đủ tiện nghi.",Lý tưởng cho gia đình 4 người, tận hưởng tiện ích căn hộ cao cấp.
532,133,Family Connecting Apartment,6,3,7500000,6750000,"Căn hộ lớn, 3 phòng ngủ, không gian rất lớn.",Phù hợp cho nhóm bạn hoặc gia đình đông người.
533,134,Standard Double/Twin,2,15,1000000,900000,"Wifi, TV, điều hòa, phòng tắm nhỏ, cơ bản.",Phòng cơ bản, sạch sẽ, giá rẻ, gần khu vực văn phòng.
534,134,Superior Room,2,10,1400000,1260000,"Phòng rộng hơn Standard, sạch sẽ, tiện nghi cơ bản.",Phòng tiêu chuẩn, đủ tiện nghi cơ bản.
535,134,Business Room,2,5,1800000,1620000,"Bàn làm việc, yên tĩnh hơn, thích hợp cho khách công tác.",Phòng được tối ưu cho khách cần không gian làm việc.
536,134,Triple Room,3,5,2200000,1980000,"3 người, tiện nghi cơ bản, giải pháp kinh tế cho nhóm 3.",Phòng ba người, đơn giản và hiệu quả.
537,135,Standard Double Room,2,12,800000,720000,"Thiết kế phong cách cà phê, tiện nghi cơ bản, gần khu vực đại học.",Phòng cơ bản, sạch sẽ, giá rẻ, phù hợp khách du lịch trẻ.
538,135,Twin Room with Balcony,2,8,1100000,990000,"Ban công nhỏ hướng phố, thiết kế độc đáo, sạch sẽ.",Phòng tiêu chuẩn, đủ tiện nghi cơ bản.
539,135,Triple Room,3,5,1500000,1350000,"3 người, tiện nghi cơ bản, tiết kiệm chi phí.",Phòng ba người, đơn giản và hiệu quả.
540,135,Family Quad Room,4,3,2000000,1800000,"4 người, 2 giường đôi, không gian đủ dùng.",Phòng gia đình kinh tế.
541,136,Deluxe Double Ocean View,2,15,4000000,3600000,"View biển Mỹ Khê tuyệt đẹp, tiện nghi 5 sao, bồn tắm lớn.",Phòng nghỉ sang trọng, tầm nhìn biển đắt giá, nằm sát bãi biển.
542,136,Premium Deluxe Corner,2,10,5500000,4950000,"Phòng góc, tầm nhìn 180 độ ra biển và thành phố, tiện nghi nâng cấp.",Phòng dành cho khách muốn tầm nhìn tốt nhất.
